"","ID","Név","Link","Kategória","Kivitel","Üzemanyag","Újkori.ára.(mHUF)","Hengerek.száma","Maximális.teljesítmény.(kW)","Maximális.teljesítmény.(LE)","Végsebesség.(km/h)","Gyorsulás.(s)","CO2.kibocsátás.(g/km)","Vegyes.fogyasztás.(l)","Össztömeg.(kg)","Szélesség.(mm)","Hosszúság.(mm)","Magasság.(mm)","Ajtók.száma","Szállítható.személyek.száma"
"649",649,"ALFA ROMEO Giulietta 2.0 (1983-1986)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0-191","Alsó középkategória","Sedan","Benzin",NA,4,96,131,NA,NA,NA,NA,1535,NA,NA,NA,4,5
"650",650,"ALFA ROMEO Giulietta 1.4 TB Progression (2013.)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_progression-254","Alsó középkategória","Ferdehátú","Benzin",5.395,4,77,105,186,10.6,149,6.41,1785,1798,4351,1465,5,5
"651",651,"ALFA ROMEO Giulietta 1.4 TB Progression EU6 (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_progression_eu6-255","Alsó középkategória","Ferdehátú","Benzin",5.745,4,77,105,185,10.6,148,6.41,1785,1798,4351,1465,5,5
"652",652,"ALFA ROMEO Giulietta 1.4 TB Progression (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_progression-256","Alsó középkategória","Ferdehátú","Benzin",5.45,4,88,120,195,9.4,149,6.41,1780,1798,4351,1465,5,5
"653",653,"ALFA ROMEO Giulietta 1.4 TB Veloce (2013.)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_veloce-257","Alsó középkategória","Ferdehátú","Benzin",5.795,4,88,120,195,9.4,149,6.41,1785,1798,4351,1465,5,5
"654",654,"ALFA ROMEO Giulietta 1.4 TB Distinctive (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_distinctive-258","Alsó középkategória","Ferdehátú","Benzin",5.995,4,88,120,195,9.4,149,6.41,1780,1798,4351,1465,5,5
"655",655,"ALFA ROMEO Giulietta 1.4 TB Distinctive EU6 (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_distinctive_eu6-259","Alsó középkategória","Ferdehátú","Benzin",6.45,4,88,120,195,9.4,148,6.41,1780,1798,4351,1465,5,5
"656",656,"ALFA ROMEO Giulietta 1.4 TB MultiAir Progression (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_progression-260","Alsó középkategória","Ferdehátú","Benzin",6.505,4,125,170,218,7.8,131,5.71,1795,1798,4351,1465,5,5
"657",657,"ALFA ROMEO Giulietta 1.4 TB MultiAir Veloce (2013.)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_veloce-261","Alsó középkategória","Ferdehátú","Benzin",6.275,4,125,170,218,7.8,134,5.81,1795,1798,4351,1465,5,5
"658",658,"ALFA ROMEO Giulietta 1.4 TB MultiAir Distinctive (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_distinctive-262","Alsó középkategória","Ferdehátú","Benzin",6.555,4,125,170,218,7.8,134,5.81,1790,1798,4351,1465,5,5
"659",659,"ALFA ROMEO Giulietta 1.4 TB MAir Distinctive EU6 (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_mair_distinctive_eu6-263","Alsó középkategória","Ferdehátú","Benzin",6.955,4,125,170,218,7.8,131,5.71,1790,1798,4351,1465,5,5
"660",660,"ALFA ROMEO Giulietta 1.4 TB MultiAir Distinctive TCT (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_distinctive_tct-264","Alsó középkategória","Ferdehátú","Benzin",6.955,4,125,170,218,7.7,124,5.21,1790,1798,4351,1465,5,5
"661",661,"ALFA ROMEO Giulietta 1.4 TB MultiAir Distinctive TCT EU6 (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_distinctive_tct_eu6-265","Alsó középkategória","Ferdehátú","Benzin",7.355,4,125,170,218,7.6,119,5.11,1810,1798,4351,1465,5,5
"662",662,"ALFA ROMEO Giulietta 1.75 TBi Quadrifoglio Verde (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.75_tbi_quadrifoglio_verde-266","Alsó középkategória","Ferdehátú","Benzin",8.365,4,173,235,242,6.8,177,7.61,1820,1798,4351,1465,5,5
"663",663,"ALFA ROMEO Giulietta 1.75 TBi Quadrifoglio Verde TCT (2014–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.75_tbi_quadrifoglio_verde_tct-267","Alsó középkategória","Ferdehátú","Benzin",9.4,4,177,241,244,6.6,162,7.01,1820,1798,4351,1465,5,5
"664",664,"ALFA ROMEO Giulietta 1.6 JTDM-2 Progression (2010–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtdm-2_progression-268","Alsó középkategória","Ferdehátú","Dízel",6.55,4,77,105,185,11.3,114,4.41,1810,1798,4351,1465,5,5
"665",665,"ALFA ROMEO Giulietta 1.6 JTDM-2 Veloce (2013.)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtdm-2_veloce-269","Alsó középkategória","Ferdehátú","Dízel",6.475,4,77,105,185,11.3,114,4.41,1815,1798,4351,1465,5,5
"666",666,"ALFA ROMEO Giulietta 1.6 JTDM-2 Distinctive (2010–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtdm-2_distinctive-270","Alsó középkategória","Ferdehátú","Dízel",7,4,77,105,185,11.3,114,4.41,1810,1798,4351,1465,5,5
"667",667,"ALFA ROMEO Giulietta 2.0 JTDM-2 Progression (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm-2_progression-271","Alsó középkategória","Ferdehátú","Dízel",6.404,4,103,140,205,9,119,4.51,1820,1798,4351,1465,5,5
"668",668,"ALFA ROMEO Giulietta 2.0 JTDM-2 Distinctive (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm-2_distinctive-272","Alsó középkategória","Ferdehátú","Dízel",6.955,4,103,140,205,9,119,4.51,1820,1798,4351,1465,5,5
"669",669,"ALFA ROMEO Giulietta 2.0 JTDM-2 Distinctive (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm-2_distinctive-273","Alsó középkategória","Ferdehátú","Dízel",7.505,4,110,150,210,8.8,110,4.21,1820,1798,4351,1465,5,5
"670",670,"ALFA ROMEO Giulietta 2.0 JTDM-2 Distinctive (2010-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm-2_distinctive-274","Alsó középkategória","Ferdehátú","Dízel",7.364,4,125,170,218,8,124,4.71,1820,1798,4351,1465,5,5
"671",671,"ALFA ROMEO Giulietta 2.0 JTDM-2 Distinctive TCT (2011-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm-2_distinctive_tct-275","Alsó középkategória","Ferdehátú","Dízel",7.865,4,125,170,218,7.9,118,4.51,1820,1798,4351,1465,5,5
"672",672,"ALFA ROMEO Giulietta 2.0 JTDM Distinctive TCT (2014–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm_distinctive_tct-276","Alsó középkategória","Ferdehátú","Dízel",8.315,4,129,175,219,7.8,116,4.41,1835,1798,4351,1465,5,5
"673",673,"ALFA ROMEO Giulietta 1.4 TB MultiAir Sprint (2014–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_sprint-90144","Alsó középkategória","Ferdehátú","Benzin",6.9465,4,110,150,210,8.2,131,5.71,1780,1798,4351,1465,5,5
"674",674,"ALFA ROMEO Giulietta 1.4 TB MultiAir Sprint TCT EU6 (2014–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_sprint_tct_eu6-90145","Alsó középkategória","Ferdehátú","Benzin",7.5515,4,125,170,218,7.6,119,5.11,1810,1798,4351,1465,5,5
"675",675,"ALFA ROMEO Giulietta 1.75 TBi Quadrifoglio Verde Launch Edition TCT (2014–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.75_tbi_quadrifoglio_verde_launch_edition_tct-90146","Alsó középkategória","Ferdehátú","Benzin",10.7065,4,177,241,244,6,162,7.01,1820,1798,4351,1465,5,5
"676",676,"ALFA ROMEO Giulietta 1.6 JTDM-2 Sprint (2014-2015)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtdm-2_sprint-90147","Alsó középkategória","Ferdehátú","Dízel",7.09,4,77,105,185,11.3,114,4.41,1810,1798,4351,1465,5,5
"677",677,"ALFA ROMEO Giulietta 1.6 JTD Progression (2015–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_progression-90148","Alsó középkategória","Ferdehátú","Dízel",6.6565,4,88,120,195,10,103,3.91,1810,1798,4351,1465,5,5
"678",678,"ALFA ROMEO Giulietta 1.6 JTD Distinctive (2015–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_distinctive-90149","Alsó középkategória","Ferdehátú","Dízel",7.1065,4,88,120,195,10,103,3.91,1810,1798,4351,1465,5,5
"679",679,"ALFA ROMEO Giulietta 1.6 JTD Sprint (2015–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_sprint-90150","Alsó középkategória","Ferdehátú","Dízel",7.1965,4,88,120,195,10,103,3.91,1810,1798,4351,1465,5,5
"680",680,"ALFA ROMEO Giulietta 2.0 JTDM-2 Distinctive EU6 (2015–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm-2_distinctive_eu6-90151","Alsó középkategória","Ferdehátú","Dízel",7.6115,4,110,150,210,8.8,110,4.21,1820,1798,4351,1465,5,5
"681",681,"ALFA ROMEO Giulietta 2.0 JTDM Distinctive TCT EU6 (2015–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtdm_distinctive_tct_eu6-90152","Alsó középkategória","Ferdehátú","Dízel",8.4215,4,129,175,219,7.8,113,4.31,1835,1798,4351,1465,5,5
"682",682,"ALFA ROMEO Giulietta 1.4 TB Giulietta (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_giulietta-102924","Alsó középkategória","Ferdehátú","Benzin",6.2795,4,88,120,195,9.4,148,6.41,1785,1798,4351,1465,5,5
"683",683,"ALFA ROMEO Giulietta 1.4 TB Super (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_super-102925","Alsó középkategória","Ferdehátú","Benzin",6.6895,4,88,120,195,9.4,148,6.41,1785,1798,4351,1465,5,5
"684",684,"ALFA ROMEO Giulietta 1.4 TB MultiAir Super (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_super-102926","Alsó középkategória","Ferdehátú","Benzin",7.1395,4,110,150,210,8.2,131,5.71,1795,1798,4351,1465,5,5
"685",685,"ALFA ROMEO Giulietta 1.4 TB MultiAir Super TCT (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_super_tct-102927","Alsó középkategória","Ferdehátú","Benzin",8.0395,4,125,170,218,7.6,119,5.11,1810,1798,4351,1465,5,5
"686",686,"ALFA ROMEO Giulietta 1.75 TBi Veloce TCT (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.75_tbi_veloce_tct-102928","Alsó középkategória","Ferdehátú","Benzin",9.9555,4,177,241,244,6,162,7.01,1825,1798,4351,1465,5,5
"687",687,"ALFA ROMEO Giulietta 1.6 JTD Giulietta (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_giulietta-102929","Alsó középkategória","Ferdehátú","Dízel",6.8295,4,88,120,195,10,103,3.91,1815,1798,4351,1465,5,5
"688",688,"ALFA ROMEO Giulietta 1.6 JTD Super (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_super-102930","Alsó középkategória","Ferdehátú","Dízel",7.2395,4,88,120,195,10,103,3.91,1815,1798,4351,1465,5,5
"689",689,"ALFA ROMEO Giulietta 1.6 JTD Super TCT (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_super_tct-102931","Alsó középkategória","Ferdehátú","Dízel",7.8395,4,88,120,195,10.2,103,3.91,1825,1798,4351,1465,5,5
"690",690,"ALFA ROMEO Giulietta 2.0 JTD Super (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtd_super-102932","Alsó középkategória","Ferdehátú","Dízel",7.6895,4,110,150,210,8.8,110,4.21,1825,1798,4351,1465,5,5
"691",691,"ALFA ROMEO Giulietta 2.0 JTD Super TCT (2016–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtd_super_tct-102933","Alsó középkategória","Ferdehátú","Dízel",8.6645,4,129,175,219,7.8,113,4.31,1840,1798,4351,1465,5,5
"692",692,"ALFA ROMEO Giulietta 1.4 TB Sport (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_sport-111519","Alsó középkategória","Ferdehátú","Benzin",6.95,4,88,120,195,9.4,144,6.41,1785,1798,4351,1465,5,5
"693",693,"ALFA ROMEO Giulietta 1.4 TB Elegante (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_elegante-111520","Alsó középkategória","Ferdehátú","Benzin",5.39,4,88,120,195,9.4,144,6.41,1785,1798,4351,1465,5,5
"694",694,"ALFA ROMEO Giulietta 1.4 TB MultiAir Sport (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_sport-111521","Alsó középkategória","Ferdehátú","Benzin",7.405,4,110,150,210,8.2,127,5.71,1795,1798,4351,1465,5,5
"695",695,"ALFA ROMEO Giulietta 1.6 JTD Sport (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_sport-111522","Alsó középkategória","Ferdehátú","Dízel",7.505,4,88,120,195,10,103,3.91,1815,1798,4351,1465,5,5
"696",696,"ALFA ROMEO Giulietta 1.4 TB Super Edition (2017–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_super_edition-114905","Alsó középkategória","Ferdehátú","Benzin",5.29,4,88,120,195,9.4,144,6.41,1785,1798,4351,1465,5,5
"697",697,"ALFA ROMEO Giulietta 1.4 TB Giulietta (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_giulietta-116942","Alsó középkategória","Ferdehátú","Benzin",6.62,4,88,120,195,9.4,164,7.21,1785,1798,4351,1465,5,5
"698",698,"ALFA ROMEO Giulietta 1.4 TB Sport (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_sport-116943","Alsó középkategória","Ferdehátú","Benzin",7.1,4,88,120,195,9.4,164,7.21,1785,1798,4351,1465,5,5
"699",699,"ALFA ROMEO Giulietta 1.4 TB Super (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_super-116944","Alsó középkategória","Ferdehátú","Benzin",7.1,4,88,120,195,9.4,164,7.21,1785,1798,4351,1465,5,5
"700",700,"ALFA ROMEO Giulietta 1.6 JTD Sport (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_sport-116945","Alsó középkategória","Ferdehátú","Dízel",7.655,4,88,120,195,10,123,4.71,1815,1798,4351,1465,5,5
"701",701,"ALFA ROMEO Giulietta 1.6 JTD Super TCT (2018–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_super_tct-116946","Alsó középkategória","Ferdehátú","Dízel",8.19,4,88,120,195,10.2,125,4.71,1825,1798,4351,1465,5,5
"702",702,"ALFA ROMEO Giulietta 1.4 TB Executive (2019–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_executive-121460","Alsó középkategória","Ferdehátú","Benzin",NA,4,88,120,NA,NA,NA,NA,1785,1798,4351,1465,5,5
"703",703,"ALFA ROMEO Giulietta 1.6 JTD Super (2019–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_super-121461","Alsó középkategória","Ferdehátú","Dízel",NA,4,88,120,NA,NA,NA,NA,1815,1798,4351,1465,5,5
"704",704,"ALFA ROMEO Giulietta 1.6 JTD Sport TCT (2019–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_sport_tct-121462","Alsó középkategória","Ferdehátú","Dízel",NA,4,88,120,NA,NA,NA,NA,1825,1798,4351,1465,5,5
"705",705,"ALFA ROMEO Giulietta 1.6 JTD Executive TCT (2019–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_executive_tct-121463","Alsó középkategória","Ferdehátú","Dízel",NA,4,88,120,NA,NA,NA,NA,1825,1798,4351,1465,5,5
"706",706,"ALFA ROMEO Giulietta 2.0 JTD Veloce TCT (2019–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_2.0_jtd_veloce_tct-121464","Alsó középkategória","Ferdehátú","Dízel",NA,4,125,170,NA,NA,NA,NA,1920,1798,4351,1465,5,5
"707",707,"ALFA ROMEO Giulietta 1.4 TB Sprint (2020–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_sprint-129341","Alsó középkategória","Ferdehátú","Benzin",7.019,4,88,120,195,9.4,170,7.41,1785,1798,4351,1465,5,5
"708",708,"ALFA ROMEO Giulietta 1.4 TB Ti (2020–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_ti-129342","Alsó középkategória","Ferdehátú","Benzin",7.019,4,88,120,195,9.4,170,7.41,1785,1798,4351,1465,5,5
"709",709,"ALFA ROMEO Giulietta 1.6 JTD Sprint TCT (2020–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_sprint_tct-129343","Alsó középkategória","Ferdehátú","Dízel",7.919,4,88,120,195,10.2,125,4.81,1825,1798,4351,1465,5,5
"710",710,"ALFA ROMEO Giulietta 1.6 JTD Ti TCT (2020–)","https://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.6_jtd_ti_tct-129344","Alsó középkategória","Ferdehátú","Dízel",7.919,4,88,120,195,10.2,125,4.81,1825,1798,4351,1465,5,5
"711",711,"ALFA ROMEO Alfa GT 1.8 T Spark Impression (2007-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.8_t_spark_impression-449","Középkategória","Coupe","Benzin",6.915,4,103,140,205,9.9,289,12.11,1840,1763,4489,1366,2,5
"712",712,"ALFA ROMEO Alfa GT 1.8 T Spark Progression (2007-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.8_t_spark_progression-450","Középkategória","Coupe","Benzin",7.335,4,103,140,205,9.9,289,12.11,1840,1763,4489,1366,2,5
"713",713,"ALFA ROMEO Alfa GT 2.0 JTS Progression (2004-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_progression-451","Középkategória","Coupe","Benzin",7.915,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"714",714,"ALFA ROMEO Alfa GT 2.0 JTS Distinctive (2004-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_distinctive-452","Középkategória","Coupe","Benzin",8.485,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"715",715,"ALFA ROMEO Alfa GT 2.0 JTS Distinctive Selespeed (2004-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_distinctive_selespeed-453","Középkategória","Coupe","Benzin",8.9,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"716",716,"ALFA ROMEO Alfa GT 2.0 JTS Blackline (2007-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_blackline-454","Középkategória","Coupe","Benzin",8.36,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"717",717,"ALFA ROMEO Alfa GT 2.0 JTS Blackline Selespeed (2007-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_blackline_selespeed-455","Középkategória","Coupe","Benzin",8.76,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"718",718,"ALFA ROMEO Alfa GT 2.0 JTS Collezione (2007-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_collezione-456","Középkategória","Coupe","Benzin",8.31,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"719",719,"ALFA ROMEO Alfa GT 2.0 JTS Collezione Selespeed (2007-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_2.0_jts_collezione_selespeed-457","Középkategória","Coupe","Benzin",8.71,4,122,166,216,8.7,208,8.71,1840,1763,4489,1366,2,5
"720",720,"ALFA ROMEO Alfa GT 3.2 V6 Distinctive (2004-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_3.2_v6_distinctive-458","Középkategória","Coupe","Benzin",11.4,6,177,241,243,6,296,12.41,1930,1763,4489,1366,2,5
"721",721,"ALFA ROMEO Alfa GT 1.9 JTD 16V Progression (2004-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_progression-459","Középkategória","Coupe","Dízel",8.115,4,110,150,209,9.6,178,6.71,1885,1763,4489,1366,2,5
"722",722,"ALFA ROMEO Alfa GT 1.9 JTD 16V Distinctive (2004-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_distinctive-460","Középkategória","Coupe","Dízel",8.69,4,110,150,209,9.6,178,6.71,1885,1763,4489,1366,2,5
"723",723,"ALFA ROMEO Alfa GT 1.9 JTD 16V Blackline (2007-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_blackline-461","Középkategória","Coupe","Dízel",8.545,4,110,150,209,9.6,178,6.71,1885,1763,4489,1366,2,5
"724",724,"ALFA ROMEO Alfa GT 1.9 JTD 16V Collezione (2007-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_collezione-462","Középkategória","Coupe","Dízel",8.495,4,110,150,209,9.6,178,6.71,1885,1763,4489,1366,2,5
"725",725,"ALFA ROMEO Alfa GT 1.9 JTD 16V Q2 (2007-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_q2-463","Középkategória","Coupe","Dízel",8.69,4,110,150,209,9.6,178,6.71,1885,1763,4489,1366,2,5
"726",726,"ALFA ROMEO Alfa GT 1.9 JTD 16V Progression (2008-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_progression-464","Középkategória","Coupe","Dízel",8.64,4,125,170,NA,NA,168,6.31,1885,1763,4489,1366,2,5
"727",727,"ALFA ROMEO Alfa GT 1.9 JTD 16V Distinctive (2008-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_distinctive-465","Középkategória","Coupe","Dízel",9.215,4,125,170,NA,NA,168,6.31,1885,1763,4489,1366,2,5
"728",728,"ALFA ROMEO Alfa GT 1.9 JTD 16V Q2 (2008-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gt_1.9_jtd_16v_q2-466","Középkategória","Coupe","Dízel",9.005,4,125,170,NA,NA,168,6.31,1885,1763,4489,1366,2,5
"729",729,"ALFA ROMEO Alfa GTV 1.8 T.Spark (1998-2001)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_1.8_t.spark-681","Középkategória","Coupe","Benzin",NA,4,106,144,210,9.2,213,8.91,1760,1778,4285,1318,2,4
"730",730,"ALFA ROMEO Alfa GTV 1.8 T.Spark Medio (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_1.8_t.spark_medio-682","Középkategória","Coupe","Benzin",NA,4,106,144,210,9.2,213,8.91,1760,1778,4285,1318,2,4
"731",731,"ALFA ROMEO Alfa GTV 2.0 T.Spark (1995-1998)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_t.spark-683","Középkategória","Coupe","Benzin",NA,4,110,150,215,8.4,220,9.21,1780,1778,4285,1318,2,4
"732",732,"ALFA ROMEO Alfa GTV 2.0 T.Spark L (1995-1998)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_t.spark_l-684","Középkategória","Coupe","Benzin",NA,4,110,150,215,8.4,220,9.21,1780,1778,4285,1318,2,4
"733",733,"ALFA ROMEO Alfa GTV 2.0 T.Spark (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_t.spark-685","Középkategória","Coupe","Benzin",NA,4,114,155,211,8.4,220,9.21,1780,1778,4285,1318,2,4
"734",734,"ALFA ROMEO Alfa GTV 2.0 T.Spark L (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_t.spark_l-686","Középkategória","Coupe","Benzin",NA,4,114,155,211,8.4,220,9.21,1780,1778,4285,1318,2,4
"735",735,"ALFA ROMEO Alfa GTV 2.0 V6 TB (1995-1998)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_v6_tb-687","Középkategória","Coupe","Benzin",7.265,6,147,200,235,7.4,NA,NA,1820,1778,4285,1318,2,4
"736",736,"ALFA ROMEO Alfa GTV 2.0 V6 TB (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_v6_tb-688","Középkategória","Coupe","Benzin",8.445,6,148,201,235,7.4,258,10.81,1820,1778,4285,1318,2,4
"737",737,"ALFA ROMEO Alfa GTV 3.0 V6 24V L (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_3.0_v6_24v_l-689","Középkategória","Coupe","Benzin",9.125,6,162,220,250,6.7,280,11.71,1850,1778,4285,1318,2,4
"738",738,"ALFA ROMEO Alfa GTV 3.0 V6 24V L (2000-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_3.0_v6_24v_l-690","Középkategória","Coupe","Benzin",9.305,6,160,218,248,6.8,280,11.71,1820,1778,4285,1318,2,4
"739",739,"ALFA ROMEO Alfa GTV 2.0 TS Base (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_ts_base-691","Középkategória","Coupe","Benzin",7.295,4,110,150,215,8.5,220,9.21,1780,1776,4299,1318,2,4
"740",740,"ALFA ROMEO Alfa GTV 2.0 JTS Medio (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_2.0_jts_medio-692","Középkategória","Coupe","Benzin",7.995,4,121,165,220,8.4,220,9.21,1780,1776,4299,1318,2,4
"741",741,"ALFA ROMEO Alfa GTV 3.2 V6 Lusso (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_gtv_3.2_v6_lusso-693","Középkategória","Coupe","Benzin",10.895,6,176,239,255,6.3,315,13.21,1855,1776,4299,1318,2,4
"742",742,"ALFA ROMEO MiTo 0.9 TwinAir Distinctive (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/mito_0.9_twinair_distinctive-2","Kisautók","Ferdehátú","Benzin",5.015,2,77,105,174,12.5,98,4.21,1460,1720,4063,1446,3,4
